type;brick;family;class;segment;FamilyId;OperationCode
sac trapèze;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9578707;JLSCHERRER51
sacoche d'ordinateur;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10257039;DELSEY22
sandales;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10374585;ABRILFLOWERS1
bottes après-ski;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9069274;ANTISSHOES3
bottines;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;8977869;ROOBINS1
"chaussures de golf ";Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;10181371;SKECHERS9
débardeur;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;9989882;BONOBO10
débardeur de basket-ball;Vêtements de Sport - Top/T-shirt/polo/chemise;Vêtements de Sport;Vêtements;Vêtements;10246630;LEGEA1
espadrilles;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9850699;ALDO13
soutien-gorge emboîtant;"Soutiens–gorge/Guêpières/Corsets ";Sous–vêtements;Vêtements;Vêtements;9707385;ROSY19
trousse;Trousses / Mallettes de Toilette;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10156411;KEUROSWAN19
t-shirt;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10258142;ADAGATTI7
t-shirt;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10250504;AAPPAREL5
jupe;Jupes;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10257970;ADAGATTI7
kimono;"Robes de Chambre ";Vêtements de Nuit;Vêtements;Vêtements;10340438;ETAM57
mules;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10498268;ALDO14
pantalon 7/8;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10625382;BERSHKA35
sandales;Chaussures d'Intérieur – Partiellement Ouvertes;Chaussures d'Intérieur;Chaussures;Chaussures;10158564;ALUXE18
shorty de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10333503;BMOON39
baskets;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10023285;CAMPER34
blouson;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183218;BERSHKA34
bottines;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8868938;ALEXANDER1
"chaussures de fitness ";Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;9934403;SKECHERS9
corsaire;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10493802;YERSE10
culotte de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10278263;JROBIN7
soutien-gorge;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10262567;SLOGGI28
sweat;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10250415;AAPPAREL5
valise grand volume;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9747986;TRAVELONE28
vanity;Trousses / Mallettes de Toilette;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9844070;ARUIZ88
écharpe;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10183946;BERSHKA34
lunchbox;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9844323;ARUIZ88
nœud papillon;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10473131;AZZARO45
sandales;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10240362;ARCHE12
semelles;Footwear Inserts;Accessoires à Chaussures;Chaussures;Chaussures;9037770;LADYSSECRET1
short de running;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10484188;FREDDY9
barboteuse;"Combinaisons/Bodies ";Vêtements d’une Pièce;Vêtements;Vêtements;10157793;DISNEY168
chaussons;Chaussures d'Intérieur – Entièrement Fermées;Chaussures d'Intérieur;Chaussures;Chaussures;10002286;ISOTONER37
combishort;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10183246;BERSHKA34
cuissardes;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;6952810;CASTANER21
jupe longue;Jupes;Vêtements pour le Bas du Corps;Vêtements;Vêtements;9989818;BONOBO10
jupe longue;Jupes;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10451793;CNOIR18
jupe-culotte;Jupes;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10183563;BERSHKA34
legging;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10257989;ADAGATTI7
pull;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10031832;BBROTHERS15
set de 3 valises;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;7087372;JLSCHERRER31
sweat;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10250218;AAPPAREL5
veste longue;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10644671;OAKWOOD43
bottes après-ski;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;9538377;BALLY8
bottines;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;5302427;CASTANER13
brassière;"Soutiens–gorge/Guêpières/Corsets ";Sous–vêtements;Vêtements;Vêtements;10333716;BMOON39
chapka;Chapeaux/Casquettes/Bonnets;Accessoires Vestimentaires;Vêtements;Vêtements;9970358;UNDIZ26
chemise;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10250247;AAPPAREL5
lunettes de soleil unisexe;Matériel Optique – Lunettes de Soleil Prêtes à Porter;Soins/Traitements des Organes Sensoriels;Traitements pour la Santé/Premiers Secours;Santé;7841900;AAPPAREL5
polo;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10250446;AAPPAREL5
sac de plage;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10156579;KEUROSWAN19
tanga;"Culottes/Boxer/Caleçons ";Sous–vêtements;Vêtements;Vêtements;10092207;BBARDOT5
bermuda;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10484069;FREDDY9
body;"Sous–vêtements d’une Pièce ";Sous–vêtements;Vêtements;Vêtements;10340265;ETAM57
bottes;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8715660;ALUXE15
chaussures de randonnée;Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;9308892;MERRELL15
"chaussures de tennis ";Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;7643910;MERRELL13
housse pour ordinateur;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10255678;LIPAULT6
short;"Pantalons/Shorts de Nuit ";Vêtements de Nuit;Vêtements;Vêtements;10156706;KEUROSWAN19
top;Hauts de Nuit/Robes et Chemises de Nuit;Vêtements de Nuit;Vêtements;Vêtements;10340599;ETAM57
veste matelassée;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10080615;FACONNABLE43
pantalon cargo;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10206077;SPE_UCULTURE1
pantalon chino;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10031870;BBROTHERS15
pantalon de sport;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10263595;CDSPORTS3
porte-monnaie avec bandoulière;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9722083;HEDGREN2
sac porté épaule;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9606439;BRIHL14
sandales à talons;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9247720;AGUARDIANI13
bustier;"Soutiens–gorge/Guêpières/Corsets ";Sous–vêtements;Vêtements;Vêtements;9707294;ROSY19
ceinture;"Ceintures/Bretelles ";Accessoires Vestimentaires;Vêtements;Vêtements;10136951;AMORATO25
chaussons;Chaussures d'Intérieur – Entièrement Fermées;Chaussures d'Intérieur;Chaussures;Chaussures;10002440;ISOTONER37
chaussures de marche;Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;9934529;SKECHERS9
chaussures de randonnée;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9630254;GARVALIN28
gants;"Gants/Moufles ";Accessoires Vestimentaires;Vêtements;Vêtements;8715738;ALUXE15
sandales compensées;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;5302330;CASTANER13
soutien-gorge classique;"Soutiens–gorge/Guêpières/Corsets ";Sous–vêtements;Vêtements;Vêtements;10340722;ETAM57
t-shirt;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10250269;AAPPAREL5
mocassins;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9945071;ADELLACQUA3
parapluie;Parapluies / Ombrelles;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9720621;HACKETT25
robe de chambre;"Robes de Chambre ";Vêtements de Nuit;Vêtements;Vêtements;10340408;ETAM57
sac;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;6531390;JLSCHERRER31
sac bourse;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10183844;BERSHKA34
salopette;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10625809;BERSHKA35
"bottines ";Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;9247695;AGUARDIANI13
caban;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183646;BERSHKA34
caleçon;"Culottes/Boxer/Caleçons ";Sous–vêtements;Vêtements;Vêtements;10080022;FACONNABLE43
chaussons;Chaussures d'Intérieur – Entièrement Fermées;Chaussures d'Intérieur;Chaussures;Chaussures;10002400;ISOTONER37
débardeur;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10250512;AAPPAREL5
housse pour tablette;Porte-Documents;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10135919;PMENDIGOTE10
valise grand volume;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9437966;ALUGGAGE4
jupe-short;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10251296;LOTTO20
parka;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;9990199;BONOBO10
peep-toes;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9928941;AYNEOSENS10
short de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10080467;FACONNABLE43
sneakers montantes;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9945040;ADELLACQUA3
top;Vêtements de Sport - Top/T-shirt/polo/chemise;Vêtements de Sport;Vêtements;Vêtements;10246518;LEGEA1
"bottines ";Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9465863;AFERMANI3
cravate;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10473144;AZZARO45
culotte taille haute;"Culottes/Boxer/Caleçons ";Sous–vêtements;Vêtements;Vêtements;10016088;MAISONLEJABY11
jean;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10250238;AAPPAREL5
sacoche d'ordinateur;Porte-Documents;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9844257;ARUIZ88
slip de bain noué sur les côtés;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10626062;BERSHKA35
trousse de maquillage;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9447696;BORBONESE5
valise cabine;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10342183;ALPINI1
boardshort;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10521123;BROOKSFIELD4
chaussures de football;Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;10251419;LOTTO20
jean 7/8;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;9989933;BONOBO10
mules;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10300405;AGUARDIANI14
pantalon;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10250430;AAPPAREL5
porte-étiquettes;Accessoires Pour Bagages/Sacs Personnels/Parapluies;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10342320;MAVILUGGAGE9
sac de sport;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9720587;HACKETT25
sac trapèze;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10255758;LIPAULT6
trousse;Trousses / Mallettes de Toilette;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10357396;MPTRIBU1
veste;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183359;BERSHKA34
chaussettes de sport;"Chaussettes ";Sous–vêtements;Vêtements;Vêtements;10246620;LEGEA1
étole;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;9872629;BORBONESE6
housse pour ordinateur;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10255752;LIPAULT6
housse pour tablette;Porte-Documents;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10030094;SUPERGA26
imperméable;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10246759;LEGEA1
porte-étiquettes;Porte-Documents;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9606371;BRIHL14
tanga;"Culottes/Boxer/Caleçons ";Sous–vêtements;Vêtements;Vêtements;10092193;BBARDOT5
veste;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10250224;AAPPAREL5
pull fin;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183498;BERSHKA34
robe;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10258105;ADAGATTI7
sac à coulisse;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9844327;ARUIZ88
sac shopping;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9844105;ARUIZ88
sac trapèze;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9950299;MADEINITALIA4
sacoche;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9991716;ANTONYME4
béret;Chapeaux/Casquettes/Bonnets;Accessoires Vestimentaires;Vêtements;Vêtements;9672341;MENSHERITAGE5
bottes;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;9592021;ALMAENPENA6
bottines;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9465851;AFERMANI3
châle;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10644577;OAKWOOD43
chemise de nuit;Hauts de Nuit/Robes et Chemises de Nuit;Vêtements de Nuit;Vêtements;Vêtements;10340323;ETAM57
combinaison de ski;"Vêtements de Sport – Vêtements d’une Pièce ";Vêtements de Sport;Vêtements;Vêtements;10246666;LEGEA1
vanity case;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;7087345;JLSCHERRER31
veste;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10410798;BIKKEMBERGS38
embauchoirs;Shoe Cleaning/Care Preparations;Accessoires à Chaussures;Chaussures;Chaussures;9037810;LADYSSECRET1
maillot 1 pièce;Maillot de bain - 1 pièce;Balnéaire;Vêtements;Vêtements;10333567;BMOON39
pantacourt de sport;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10246479;LEGEA1
parapluie;Parapluies / Ombrelles;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10002707;ISOTONER37
sandales;Chaussures d'Intérieur – Entièrement Fermées;Chaussures d'Intérieur;Chaussures;Chaussures;10685256;STONEFLY8
soutien-gorge triangle;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10333740;BMOON39
cardigan;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;9989994;BONOBO10
chaussons;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8922077;BABYBOTTE11
chaussures montantes;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;5314414;PABLOSKY17
creepers;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10167975;SNAVARRO31
débardeur;Vêtements de Sport - Top/T-shirt/polo/chemise;Vêtements de Sport;Vêtements;Vêtements;10246633;LEGEA1
jean;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10250438;AAPPAREL5
trousse de maquillage;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;8711174;GOODWINSMITH1
jegging;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;9757508;OKAIDI27
mouchoir de poche;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10080372;FACONNABLE43
nœud papillon;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10104101;FACONNABLE44
robe;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;9638802;SSWAROVSKI2
sac à bandoulière;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10250160;AAPPAREL5
sac à coulisse;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9954488;BLOLA13
body;"Sous–vêtements d’une Pièce ";Sous–vêtements;Vêtements;Vêtements;10625707;BERSHKA35
boléro;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10257425;NANOS18
bonnet;Chapeaux/Casquettes/Bonnets;Accessoires Vestimentaires;Vêtements;Vêtements;9548465;CHARLISE3
casquette;Chapeaux/Casquettes/Bonnets;Accessoires Vestimentaires;Vêtements;Vêtements;10080031;FACONNABLE43
foulard;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10137166;AMORATO25
legging 7/8;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10484084;FREDDY9
spartiates;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9850491;ALDO13
trench;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183698;BERSHKA34
trousse;Trousses / Mallettes de Toilette;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10156373;KEUROSWAN19
veste;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10250421;AAPPAREL5
sac à roulettes;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;7087376;JLSCHERRER31
